year,selling_price,is_diesel,owner,is_automatic,km_driven,seats,mileage (kmpl),max_horse_power,is_individual_seller,engine_capacity_(cc)
2019,366000,0,1,0,15000,5,23.95,67.1,1,998
2010,130000,0,1,0,50000,5,18,62,1,995
2016,262000,0,1,0,50000,5,22.74,47.3,1,796
2017,450000,0,1,1,40000,5,24.04,67,1,999
2016,1800000,1,1,1,30000,7,11.36,171.5,1,2755
2020,730000,0,1,0,1500,5,21.21,81.8,1,1197
2015,670000,1,1,0,60000,5,25.1,98.6,1,1498
2018,350000,0,1,0,25000,5,20.3,68.05,1,998
2007,180000,1,2,0,150000,5,18.1,110,1,1493
2019,675000,0,1,0,10000,5,21.21,81.8,1,1197
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2013,750000,1,2,0,440000,7,12.99,100.6,1,2494
2018,3200000,1,1,1,35000,7,10.91,197,1,3198
2018,740000,1,1,0,38817,5,27.39,74,-1,1248
2019,960000,1,1,0,20000,5,24,88.76,1,1396
2012,295000,1,2,0,70000,5,21.64,84.8,1,1461
2018,911999,1,1,1,25000,5,24.3,88.5,1,1248
2010,235000,1,2,0,100000,7,13.93,138.1,1,2179
2018,700000,0,1,0,6000,5,18.6,81.83,1,1197
2019,1150000,0,1,1,2286,5,18.15,118.35,-1,998
2016,700000,1,1,0,120000,7,18.49,100,1,1493
2012,415000,1,2,0,125000,5,21.43,87.2,1,1364
2019,1650000,1,1,0,15000,5,17,167.67,-1,1956
2013,475000,1,3,0,125000,5,22.32,126.3,1,1582
2012,240000,1,1,0,200000,5,22.07,73.9,1,1199
2018,535000,0,1,0,12000,5,20.89,81.8,1,1197
2013,350000,0,1,0,90000,5,14.09,99.6,1,1596
2017,445000,0,1,0,25000,5,18.9,82,1,1197
2014,450000,1,1,0,56000,5,21.9,88.76,1,1396
2014,300000,0,1,0,51000,5,18.2,82.5,1,1199
2010,200000,0,1,0,65000,5,18.9,67,1,1061
2014,375000,1,2,0,88000,5,25.2,74,1,1248
2019,700000,0,1,0,6500,7,20,72,1,999
2019,577000,0,1,0,3000,5,20.89,81.8,1,1197
2017,650000,1,2,0,32331,5,22.54,88.73,1,1396
2018,540000,1,1,0,33000,5,27.28,69,1,1047
2020,500000,0,1,0,40000,5,17.57,88.7,1,1193
2000,150000,1,2,0,280000,5,14.8,68,1,1998
2007,400000,1,1,0,170000,8,12.8,102,1,2494
2013,235000,0,2,0,43000,5,19,67.1,1,998
2015,950000,1,1,0,75262,7,15.4,120,1,2179
2016,500000,0,1,0,22947,5,20.4,81.8,1,1197
2016,1160000,1,1,1,121000,7,12.08,161,-1,2999
2015,850000,1,1,0,108000,5,19.67,126.2,1,1582
2014,350000,0,1,0,15000,5,20.51,67.04,1,998
2015,375000,1,1,0,80000,7,15.96,62.1,1,2523
2014,425000,1,2,0,80000,5,23.2,73.94,1,1248
2014,600000,1,1,0,125000,5,22.32,126.32,1,1582
2013,300000,1,1,0,70000,5,23.4,74,1,1248
2014,910000,1,2,0,80000,8,12.99,100.6,1,2494
2011,150000,1,1,0,120000,5,23.03,69,1,1396
2017,844999,1,1,0,70000,5,28.09,88.5,-1,1248
2013,229999,1,1,0,70000,5,20,68.1,1,1399
2017,200000,0,1,0,140000,7,19.02,67.05,1,1198
2013,215000,0,1,0,25000,5,20.92,67.1,1,998
2010,160000,0,3,0,100000,5,20.92,67.1,1,998
2016,475000,1,1,0,50000,5,22.95,74,1,1248
2014,370000,1,1,0,183000,9,15.96,63,1,2523
2015,610000,1,2,0,40000,7,15.96,62.1,1,2523
2009,114999,0,3,0,60000,5,18.9,67,1,1061
2018,310000,0,1,0,30000,5,24.7,47.3,1,796
2010,250000,1,2,0,110000,5,21.1,73.9,1,1248
2013,219000,0,2,0,50000,5,21.1,55.2,1,814
2012,330000,1,2,0,50000,5,22.9,74,1,1248
2006,180000,0,2,0,120000,5,17.7,78,1,1497
2016,280000,0,1,0,60000,5,21.1,55.2,1,814
2016,800000,1,1,0,80000,5,23.9,126.2,1,1582
2012,350000,1,1,0,110000,5,23,90,1,1396
2013,350000,1,1,0,85000,5,22.9,74,1,1248
2017,610000,0,1,0,40000,5,18.6,81.83,1,1197
2010,150000,0,2,0,100000,5,16,90,1,1368
2016,270000,0,1,0,44000,5,25.17,53.3,1,799
2019,800000,1,1,0,25000,5,21.66,108.62,1,1498
2019,1630000,1,1,0,25000,5,17,138.1,1,1956
2018,1400000,1,1,0,30000,7,16,140,1,1997
2018,528000,0,1,0,5000,5,18.9,81.86,1,1197
2012,250000,1,2,0,89000,5,23.2,73.94,1,1248
2018,650000,0,1,0,6000,6,18.15,82,1,1198
2010,150000,1,3,0,225000,9,14,90,1,1948
2008,375000,1,4,0,136500,8,12.7,120,1,2609
2014,335000,0,1,0,33033,5,19.4,86.8,-1,1198
2012,245000,0,1,0,30000,5,18.5,86.8,-1,1198
2010,270000,0,1,0,60000,5,18.5,80,1,1197
2016,240000,0,1,0,50000,5,22.74,47.3,1,796
2005,70000,0,3,0,50000,5,18.9,67.1,1,998
2017,1025000,0,1,1,68140,5,18,117.6,-1,1497
2016,409999,1,1,0,120000,5,23.2,73.94,1,1248
2011,240000,1,2,0,90000,5,19.3,73.9,1,1248
2012,254999,0,1,0,30000,5,22.74,47.3,1,796
2013,1050000,1,2,0,217000,8,12.99,100.6,1,2494
2017,1380000,1,1,1,50000,7,17.6,153.86,1,2179
2010,1200000,1,1,0,100000,7,11.5,171,1,2982
2017,570000,0,1,1,44077,5,17.01,110.5,-1,1499
2017,2600000,1,1,1,44000,5,22.69,190,-1,1995
2012,370000,1,1,0,60000,5,22.9,74,1,1248
2011,500000,1,2,0,60000,5,19.3,73.9,1,1248
2014,500000,0,1,0,17000,5,18.6,81.83,1,1197
2016,509999,1,1,0,110000,7,18.49,100,1,1493
2014,330000,0,1,0,22000,5,20.51,67.04,1,998
2003,145000,0,2,0,70000,5,13.4,125,1,1794
2011,180000,0,1,0,60000,5,19.7,46.3,1,796
2011,550000,1,2,0,168000,8,12.8,102,1,2494
2018,600000,0,2,0,25000,5,18.9,81.86,1,1197
2008,95000,0,2,0,80000,5,19.7,46.3,1,796
2014,400000,0,1,0,10000,5,18.6,81.83,1,1197
2015,265000,0,1,0,54000,5,23.95,67.05,1,998
2018,900000,1,2,0,44772,5,23,98.96,-1,1498
2018,1220000,0,1,0,11000,5,15.8,121.3,1,1591
2013,355000,1,1,0,68000,5,22.1,76.9,1,1248
2012,320000,0,1,0,40000,5,18.5,85.8,1,1197
2012,60000,0,1,0,90000,4,25.4,37.48,1,624
2011,335000,0,1,0,15000,5,17.5,85.8,1,1298
2016,950000,1,3,0,60000,7,15.4,120,1,1997
2015,455000,1,2,0,90000,5,25.8,98.6,1,1498
2016,280000,1,2,0,110000,7,18.2,73.74,1,1248
2004,55000,0,3,0,50000,4,16.1,37,1,796
2012,730000,1,1,0,210000,7,12.99,100,1,2494
2014,250999,0,1,0,30000,5,22.74,47.3,1,796
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2016,260000,0,1,0,120000,5,23.95,67.05,1,998
2014,220000,0,2,0,60000,5,21.1,55.2,1,814
2012,135000,1,1,0,146000,5,19.61,70,1,1405
2015,670000,1,2,0,57000,7,15.4,120,1,1997
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2006,250000,0,1,0,70000,5,18.9,67.1,1,998
2019,521000,0,1,1,3010,5,20.3,68,1,1086
2015,210000,0,1,0,80000,5,20.63,67.06,1,1198
2016,210000,1,1,0,210000,5,25.2,74,1,1248
2020,524000,0,1,0,32000,5,20.14,81.86,1,1197
2012,370000,1,4,0,175000,5,19.3,73.9,1,1248
2017,1650000,1,1,0,50000,5,17.1,170,1,1956
2013,2000000,1,3,1,77500,5,12.7,187.7,1,2179
2009,300000,0,1,0,60000,5,19,66.1,1,998
2016,579000,0,1,0,7949,5,17,73.75,-1,1198
2015,250000,0,1,1,20000,4,21.9,37.48,1,624
2014,160000,1,1,0,90000,5,25,69,1,1396
2020,350000,0,1,0,2136,5,22.5,67,1,999
2012,385000,0,1,0,116000,5,15,103.5,1,1598
2015,610000,0,1,0,30000,5,18.7,88.7,-1,1199
2010,140000,0,1,0,60000,5,18.6,79.4,1,1199
2018,1000000,1,1,1,30000,5,22,126.2,1,1582
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2019,466000,0,4,1,25000,5,20.3,68,1,1086
2015,500000,1,1,0,125000,5,23.59,67.05,1,1364
2006,80000,0,2,0,90000,5,17.3,64,1,1061
2016,310000,0,1,0,25000,5,21.1,55.2,1,814
2015,825000,1,1,0,60000,7,15.4,120,1,1997
2016,350000,0,2,0,80000,5,19.1,82,1,1197
2011,300000,1,2,0,80000,5,20.54,103.6,1,1598
2010,187000,0,2,0,200400,5,19.81,68.05,1,1086
2011,240000,1,1,0,110000,5,20.54,103.6,1,1598
2015,900000,1,2,1,100000,7,16,140,1,2179
2018,850000,1,1,0,59000,7,24.2,93.87,1,1498
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2017,525000,1,1,0,37151,5,27.3,98.6,-1,1498
2020,350000,0,1,0,5000,5,22.05,47.3,1,796
2011,450000,1,2,1,95000,8,11.79,120,1,2179
2016,335000,0,1,0,40000,5,20.63,67,-1,1198
2008,250000,0,2,0,120000,5,17.7,78,1,1497
2012,120000,0,3,0,60000,5,18.6,79.4,1,1199
2011,250000,1,3,0,90000,5,21.1,73.9,1,1248
2016,650000,1,1,0,100000,7,18.49,100,1,1493
2015,509999,1,2,0,100000,5,23.59,67.05,1,1364
2018,675000,0,1,1,23300,5,18.5,83.14,-1,1197
2015,450000,1,1,0,100000,5,25.2,73.94,1,1248
2018,438999,0,1,0,25000,5,23.84,84,1,1199
2009,380000,1,2,0,120000,7,12.05,120,1,2179
2011,1300000,1,1,1,120000,5,12.8,167.6,1,1968
2013,451000,1,1,0,120000,5,23.59,67.06,1,1364
2018,1405000,0,1,0,15000,5,15.8,121.3,1,1591
2019,779000,0,1,1,7032,5,19,88.76,-1,1199
2013,270000,1,1,0,52380,5,23.59,67.04,-1,1364
2017,350000,0,1,1,50000,5,20.51,67,1,998
2004,80000,1,2,0,248200,5,16.1,70,1,1405
2013,450000,0,1,0,41800,5,18.6,85.8,1,1197
2011,114999,1,2,0,172000,5,17.88,52.8,1,1396
2008,75000,0,1,0,29000,4,16.1,37,1,796
2018,3200000,1,1,1,60000,7,15.04,174.5,1,2755
2018,850000,1,1,0,50000,5,22.54,88.73,1,1396
2010,600000,1,1,1,100875,8,11.79,120,1,2179
2012,459999,1,1,0,70000,8,12.05,120,1,2179
2013,450000,1,2,0,43978,5,28.4,74,-1,1248
2015,350000,0,1,0,100000,5,20.4,83.11,1,1197
2007,90000,0,1,0,90000,4,16.1,37,1,796
2009,382000,1,1,0,120000,5,19.3,73.9,1,1248
2009,88000,1,2,0,201850,5,17.88,52.8,1,1396
2011,450000,1,2,0,100000,7,13.6,63,1,2523
2010,194000,0,2,0,577414,5,18.9,67,1,1061
2013,550000,1,1,0,56000,5,23.4,74,1,1248
2004,100000,0,2,0,100000,5,19.7,46.3,1,796
2008,260000,1,2,0,120000,5,17.8,75,1,1248
2014,640000,1,2,0,65000,5,21.14,103.52,1,1498
2015,400000,1,1,0,35000,5,23,88.7,1,1248
2017,270000,0,1,0,26442,5,20.3,68.05,1,998
2017,550000,1,1,0,40000,5,23.59,67.05,1,1364
2013,1300000,1,2,1,140000,5,18.88,184,1,1995
2016,325000,1,1,0,50000,5,23,88.7,1,1248
2015,495000,1,1,0,59292,5,28.4,74,-1,1248
2011,148000,0,3,0,40000,5,19.7,46.3,1,796
2016,800000,1,1,0,80000,5,21.19,88.73,1,1396
2012,155000,1,1,0,98000,5,25.44,57.6,1,936
2018,1475000,1,1,0,24000,7,15.1,152.87,-1,2179
2017,550000,1,1,0,50000,5,21.66,108.62,1,1498
2010,200000,0,2,0,110000,5,17.3,64,1,1061
2012,600000,1,1,0,72000,5,21.5,88.8,1,1248
2012,350000,0,2,0,72000,5,17.5,85.8,1,1197
2012,285000,0,1,0,69000,5,17.5,85.8,1,1298
2014,1050000,1,3,0,136000,8,12.99,100.6,1,2494
2009,160000,0,3,0,70000,5,19.7,46.3,1,796
2011,262000,0,1,0,56389,5,20.36,78.9,-1,1197
2017,605000,1,1,0,127000,5,28.4,74.02,1,1248
2016,470000,0,1,0,10000,5,18.9,82,1,1197
2020,737000,0,1,1,10000,5,18.76,103.26,1,1462
2017,711000,1,1,0,53000,5,24.3,88.5,1,1248
2016,773000,0,1,0,65000,5,17.8,117.3,1,1497
2014,650000,1,2,0,65000,7,15.96,62.1,1,2523
2013,215000,0,1,0,35000,5,22.74,47.3,1,796
2015,411000,0,1,1,23999,5,23.1,67.04,-1,998
2018,270000,0,1,0,20000,5,24.7,47.3,1,796
2018,975000,1,1,0,5000,5,25.1,88.5,1,1248
2010,200000,0,2,0,90000,5,18.9,67,1,1061
2015,900000,1,1,0,168000,5,20.6,141,1,1968
2016,399000,0,1,0,40000,5,23.84,84,1,1199
2004,120000,0,3,0,120000,5,18.9,67.1,1,998
2009,270000,1,2,0,70000,8,13.6,63,1,2523
2018,750000,0,1,1,15000,5,17.4,81.86,1,1197
2015,325000,0,1,1,50000,5,19.34,76,1,1198
2012,254999,1,2,0,70000,5,20.8,65,1,1461
2014,240000,0,1,0,50000,5,22.74,47.3,1,796
2014,750000,1,2,0,90000,7,15.1,140,1,2179
2016,500000,0,3,0,56000,5,18.9,82,1,1197
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2009,150000,0,1,0,77000,5,17.92,62.1,1,1086
2016,400000,1,1,0,35000,6,25.32,77,1,1198
2009,140000,1,2,0,140000,5,13.8,68,1,1399
2011,165000,1,2,0,70000,5,25.44,57.6,1,936
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2009,229999,1,3,0,212000,7,11.57,138.1,1,2179
2012,450000,1,3,0,150000,5,22.32,126.32,1,1582
2012,168000,1,2,0,190000,5,19.09,69,1,1396
2015,875000,1,1,0,70000,7,15.4,120,1,1997
2008,150000,1,1,0,120000,9,12.2,68,1,1948
2018,740000,0,1,0,8000,5,18.6,81.83,1,1197
2006,150000,0,2,0,80000,5,16.9,100,1,1497
2011,135000,1,2,0,120000,5,20,68,1,1399
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2016,819999,1,1,0,39000,5,19.67,126.2,-1,1582
2020,630000,0,1,0,5000,5,21.01,81.8,1,1197
2009,229999,1,2,0,164000,5,19.3,73.9,1,1248
2013,409999,1,2,0,100000,5,23.4,74,1,1248
2014,550000,1,1,0,76000,5,22.54,88.73,-1,1396
2012,1100000,1,1,0,151000,8,12.8,102,1,2494
2009,500000,1,1,0,80000,7,13.93,138,1,2179
2013,200000,1,2,0,60000,5,25.44,57.6,1,936
2015,380000,0,1,1,50000,5,16.9,82,1,1197
2011,250000,0,1,0,25000,5,15.6,70,1,1196
2007,160000,1,2,0,130000,5,16.52,123.7,1,1991
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2013,450000,0,1,0,140000,7,16.02,93.7,1,1373
2008,250000,1,3,0,110000,7,10.5,120,1,2609
2018,535000,0,1,1,31000,5,24.04,67,-1,999
2012,141000,0,3,0,128000,5,18.6,79.4,1,1199
2017,310000,0,1,0,20000,5,24.7,47.3,1,796
2012,340000,1,2,0,92686,5,21.9,88.76,-1,1396
2016,270000,0,3,0,82000,5,18.5,85.8,1,1197
2017,975000,1,1,0,41000,5,20.5,126.2,-1,1582
2018,1000000,1,1,0,50000,5,28.09,88.5,1,1248
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2017,1250000,1,1,0,90000,5,19.67,126.2,1,1582
2010,150000,0,3,0,80000,5,15,90,1,1368
2014,540000,1,2,0,77500,7,14,138.1,1,2179
2009,307000,1,2,0,100000,5,17.8,75,1,1248
2011,229999,0,1,0,100000,5,15.3,99.6,1,1596
2018,700000,0,2,0,48000,5,21.1,100.5,1,998
2013,325000,0,1,0,70000,5,20.36,78.9,1,1197
2017,2625000,1,1,1,9000,5,13.6,177,-1,1999
2015,600000,1,1,0,60000,5,19.01,108.45,1,1461
2007,70000,0,2,0,80000,5,18.2,64,1,1061
2011,150000,1,2,0,130000,7,14,112,1,2498
2009,600000,1,2,1,155000,8,11.79,120,1,2179
2018,950000,1,1,0,58511,5,24.3,88.5,-1,1248
2018,685000,1,1,0,26000,5,28.4,74,1,1248
2017,675000,1,1,0,127991,5,25.5,98.6,-1,1498
2017,2625000,1,1,1,9000,5,13.6,177,-1,1999
2017,894999,0,1,0,35000,5,17.8,117.3,1,1497
2018,600000,0,1,0,40000,5,18.6,81.83,1,1197
2006,135000,1,2,0,120000,5,16.8,110,1,1493
2014,350000,0,1,0,25000,5,18.5,85.8,1,1197
2008,175000,1,3,0,163000,5,17.8,68,1,1399
2013,170000,0,2,0,60000,5,22.74,47.3,1,796
2014,440000,1,2,0,70000,5,22.9,74,1,1248
2003,45000,0,4,0,35000,4,16.1,37,1,796
2016,645000,0,1,1,11000,5,14.3,103.5,-1,1598
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2020,415000,0,1,0,15000,5,15.37,73,1,1196
2017,850000,1,1,0,100000,7,14.1,147.94,1,2179
2019,1149000,0,1,0,5000,5,17,121.3,1,1591
2013,450000,0,2,1,100000,5,15.74,121.3,1,1591
2012,325000,1,1,0,120000,7,13.93,138.03,1,2179
2012,390000,1,1,0,120000,5,23.5,88.7,1,1498
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2014,250000,1,2,0,50000,5,25,69.01,1,1396
2017,800000,1,2,0,70000,5,23.65,88.5,1,1248
2014,325000,1,1,0,80322,5,17.8,67,-1,1399
2018,650000,0,2,0,22000,5,21.56,103.25,1,1462
2020,578000,0,1,0,5000,5,21.21,81.8,1,1197
2018,575000,0,1,1,15000,5,17.36,81.86,1,1197
2015,550000,0,1,0,25000,5,20.4,81.8,1,1197
2011,254999,1,3,0,120000,5,22.07,73.9,1,1199
2015,775000,1,1,1,45000,7,18.49,100,1,1493
2010,180000,1,2,0,110000,5,20,68,1,1399
2018,890000,0,1,1,29000,5,17.4,81.86,-1,1197
2015,415000,1,2,0,120000,7,21.04,83.8,1,1461
2019,499000,0,1,1,5000,5,20.3,68,1,1086
2019,490000,0,1,0,10000,5,20.52,81.8,1,1197
2017,725000,1,1,0,60000,5,24.3,88.5,1,1248
2017,475000,0,1,0,40000,5,20.51,67.04,1,998
2012,229999,0,1,0,50000,5,20.92,67.1,1,998
2018,1000000,1,1,0,35000,7,15.4,75,1,2523
2008,190000,1,2,0,120000,7,13.6,63,1,2523
2014,238000,0,1,0,60000,5,17.92,62.1,1,1086
2018,650000,0,1,0,15000,5,21.21,81.8,1,1197
2018,1575000,1,1,0,30000,7,17.6,153.86,1,2179
2015,525000,1,1,0,80000,5,26.59,74,1,1248
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2008,700000,1,1,0,260000,8,12.8,102,1,2494
2015,236000,0,1,0,60000,5,22.74,47.3,1,796
2017,595000,0,1,0,40000,5,20.85,83.14,1,1197
2014,320000,1,3,0,90000,5,23.59,67.06,1,1364
2016,1689999,1,1,0,120000,8,13.68,147.8,1,2393
2015,950000,1,3,0,120000,7,15.4,120,1,1997
2011,1350000,1,2,1,81500,5,14.84,167.62,1,2143
2017,875000,1,1,1,30000,5,28.4,74.02,-1,1248
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2017,330000,0,1,0,90000,5,15.37,73,1,1196
2016,550000,1,2,0,60000,5,26.59,74,1,1248
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2011,240000,0,2,0,80000,5,16.6,68,1,1388
2012,400000,1,1,0,120000,7,15.96,62.1,1,2523
2015,700000,0,1,0,22700,5,18.7,88.7,1,1199
2013,500000,1,1,0,50000,7,15.96,62.1,1,2523
2009,150000,1,1,0,30000,5,19.09,69,1,1396
2018,695000,0,1,0,40000,5,22,81.8,1,1197
2012,250000,0,1,0,103000,5,20.36,78.9,1,1197
2015,280000,0,2,0,28000,5,22.74,47.3,1,796
2019,359000,0,1,0,5500,7,15.37,73,1,1196
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2012,415000,0,1,0,80000,5,16.47,73.9,1,1198
2000,80000,0,4,0,70000,4,16.1,37,1,796
2017,750000,1,1,0,89000,5,21.14,103.6,-1,1498
2010,310000,1,2,0,120000,5,19.3,73.9,1,1248
2017,625000,1,1,0,50000,5,25.4,73.97,1,1186
2010,250000,1,4,0,80000,5,22.07,73.9,1,1199
2013,2450000,1,1,1,60000,5,16.36,187.7,1,2179
2019,1700000,1,1,0,32000,7,15.1,155,1,2179
2014,555000,1,2,0,80100,5,19.01,108.5,1,1461
2012,260000,1,1,0,110000,5,21.03,65,1,1461
2007,200000,1,2,0,70000,7,13.93,138.1,1,2179
2018,665000,1,1,0,40142,5,24.4,71,-1,1120
2015,360000,0,2,0,30000,5,18.9,81.86,1,1197
2017,1689999,0,1,1,8000,5,16.6,177.5,-1,1798
2009,220000,0,2,0,125000,5,13.5,130,1,1799
2020,1500000,0,1,1,40000,8,10.75,163.7,1,2694
2011,1700000,1,3,1,110000,5,0,165,1,2987
2016,825000,1,2,0,35000,5,22.77,98.59,1,1498
2013,625000,0,1,1,39000,5,14.28,138.03,-1,1798
2008,260000,1,2,0,90000,5,17.8,75,1,1248
2008,305000,1,2,0,219000,7,13.6,63,1,2523
2008,100000,0,3,0,70000,5,19.7,46.3,1,796
2014,370000,1,2,0,120000,5,21.14,103.52,1,1498
2013,411000,0,1,0,62000,5,22,81.8,-1,1197
2018,650000,0,1,0,31800,5,18.6,81.86,1,1197
2012,155000,1,1,0,50000,5,23.03,69,1,1396
2008,114999,0,2,0,55000,5,13.9,103.2,1,1599
2017,695000,1,1,0,34000,8,21.04,83.8,-1,1461
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2018,1150000,1,1,1,44000,5,17.01,126.2,1,1582
2010,185000,1,2,0,70000,7,11.57,138.1,1,2179
2012,415000,1,1,0,82082,5,22.54,88.73,-1,1396
2011,130000,0,2,0,70000,5,16.5,65,1,1172
2018,530000,1,1,0,60000,5,25.4,73.97,1,1186
2018,875000,1,1,0,50000,5,24.3,88.5,-1,1248
2007,250000,1,2,0,110000,5,18.1,110,1,1493
2010,220000,0,4,0,90000,5,17,80,1,1197
2018,600000,0,1,1,69779,5,22,81.8,-1,1197
2018,390000,0,1,0,13120,5,25.17,53.3,1,799
2015,600000,1,1,0,40000,5,22.54,88.73,1,1396
2017,555000,1,1,0,52000,5,21.66,108.62,1,1498
2013,200000,1,1,0,167000,5,22.3,88.8,1,1248
2016,500000,1,1,0,143200,5,25.83,99,1,1498
2015,700000,1,1,0,58945,7,18.49,100,1,1493
2009,150000,1,1,0,300000,7,14,112,1,2498
2015,600000,0,1,0,60000,5,18.6,81.83,1,1197
2017,600000,0,2,0,40000,5,20.3,84,1,1199
2014,545000,1,1,0,110000,7,20.77,88.76,1,1248
2014,500000,1,1,0,77000,5,28.4,74,-1,1248
2015,600000,0,1,0,10000,5,18.16,78.8,1,1197
2015,580000,1,2,0,15000,7,20.77,88.76,1,1248
1997,125000,0,4,1,94000,5,15.9,85,1,1298
2010,210000,0,1,0,20000,5,19.81,68.05,1,1086
2015,800000,1,1,0,15000,5,23.65,88.5,1,1248
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2011,350000,1,1,0,90000,5,23.59,67.1,1,1364
2015,315000,0,1,0,29000,5,23.95,67.05,1,998
2016,526000,0,1,0,15000,5,18.7,88.7,-1,1199
2014,450000,0,3,0,100000,5,19.1,85.8,1,1197
2009,130000,0,3,0,80000,5,19.7,46.3,1,796
2018,570000,0,1,0,20000,5,18.9,81.86,1,1197
2008,150000,1,4,0,120000,7,11.57,138.1,1,2179
2018,380000,0,1,0,5000,5,23.01,67,1,999
2018,600000,1,1,0,60000,5,27.39,74,1,1248
2018,1000000,0,1,0,4295,5,17.1,105.5,-1,1496
2017,282000,0,1,0,15000,5,24.7,47.3,1,796
2016,550000,1,2,0,80000,9,15.96,63,1,2523
2018,710000,1,1,0,70000,5,24,73.97,1,1186
2009,150000,0,3,0,75000,5,18.9,67,1,1061
2009,375000,1,1,0,100000,5,18.1,110,1,1493
2018,811000,1,1,0,100000,5,28.4,74.02,1,1248
2019,570000,0,1,0,5000,5,18.78,75,1,999
2017,290000,0,2,0,90000,5,24.7,47.3,1,796
2013,650000,1,1,0,85710,7,15.1,140,-1,2179
2018,681000,1,1,0,27000,5,20.14,88,1,1498
2018,950000,1,1,1,75000,5,21.5,108.5,1,1498
2018,550000,0,1,0,10500,6,18.15,82,1,1198
2009,180000,1,3,0,85000,5,21.1,73.9,1,1248
2013,475000,1,1,0,250000,5,20.46,83.8,1,1461
2013,425000,1,2,0,152186,5,20.45,83.8,-1,1461
2013,350000,1,3,0,80000,5,22.07,73.9,1,1199
2017,650000,1,2,0,120000,5,23.59,67.04,1,1364
2019,409999,0,1,0,25000,5,23.84,84,1,1199
2013,409999,1,1,0,90000,5,23.59,67.04,1,1364
1999,52000,0,1,0,100000,4,16.1,37,1,796
2014,290000,0,2,0,60000,5,19.4,86.8,1,1198
2008,245000,1,2,0,127000,5,16.8,110,1,1493
2016,1250000,1,1,0,30000,7,15.4,120,1,2179
2017,795000,1,1,0,120000,7,24.52,88.5,1,1248
2017,725000,1,1,0,76000,7,25.47,88.5,-1,1248
2018,260000,0,1,0,30000,8,16.8,34.2,1,796
2012,400000,1,3,0,100000,7,20.77,88.76,1,1248
2007,150000,0,3,0,70000,5,18.9,67,1,1061
2018,675000,0,1,0,24265,5,18.7,88.7,-1,1199
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2009,330000,1,1,0,180000,5,13.6,142,1,1991
2011,1700000,1,3,1,110000,5,0,165,1,2987
2018,459999,0,1,0,50000,5,20.3,84,1,1199
2011,220000,0,1,0,35000,5,19.7,46.3,1,796
2004,118000,0,2,0,60000,5,19.7,46.3,1,796
2010,210000,0,1,0,110000,5,20.36,78.9,1,1197
2010,300000,0,1,0,49000,5,18.5,80,1,1197
2017,580000,1,1,0,95000,9,15.96,63,1,2523
2020,265000,0,2,0,70000,5,21.79,67.05,1,998
2010,165000,0,3,0,56000,5,17.92,62.1,1,1086
2012,300000,0,1,0,120000,5,18.5,82.85,1,1197
2013,355000,1,2,0,136000,7,18.2,73.8,1,1248
2012,250000,1,1,0,40000,5,22.3,74,1,1248
2014,620000,1,2,0,90000,5,19.01,108.45,1,1461
2010,130000,0,3,0,120000,8,19.7,35,1,796
2012,340000,0,1,0,24300,5,21.21,81.8,-1,1197
2013,1550000,1,1,1,25000,5,14.84,170,1,2143
2016,327000,0,1,0,20000,6,18.15,82,1,1198
2018,1220000,0,1,0,11000,5,15.8,121.3,1,1591
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2019,550000,0,1,0,10000,5,18.9,81.86,1,1197
2003,200000,0,1,0,121000,5,17.3,60,1,993
2013,195000,0,2,0,58609,5,21.1,55.2,1,814
2008,155000,0,2,0,120000,5,17.7,78,1,1497
2014,600000,1,2,0,40000,7,24.2,98.6,1,1498
2017,850000,1,1,1,55000,5,19.61,108.5,1,1461
2006,150000,0,3,0,80000,5,13.5,130,1,1799
2018,350000,0,1,0,30000,5,25.17,53.3,1,799
2019,3800000,1,1,1,20000,5,18,190,1,1969
2016,710000,1,1,0,71000,5,27.39,74,1,1248
2015,525000,1,1,0,63000,5,27.3,98.6,-1,1498
2013,200000,1,1,0,70000,5,22.1,76.9,1,1248
2017,1295000,1,1,1,58000,7,17.6,153.86,-1,2179
2018,800000,1,1,0,30000,5,28.4,74.02,1,1248
